city,date,fare,ride_id
Martinezhaven,3/12/2019 10:02,21.18,4046810000000
South Phillip,2/19/2019 20:47,28.62,4408030000000
Royland,5/4/2019 2:54,15.14,4988290000000
West Heidi,2/5/2019 19:24,24.32,426277000000
East Kaylahaven,2/28/2019 16:46,33.72,1224920000000
New Kimberlyborough,4/3/2019 16:27,14.73,9083110000000
South Karenland,1/10/2019 23:48,37.58,7165970000000
Richardfort,2/3/2019 0:14,29.04,4982670000000
Justinberg,3/10/2019 5:15,22.43,5552740000000
Huntermouth,3/21/2019 8:44,32.42,3393250000000
Roberthaven,3/22/2019 4:19,34.69,1772990000000
West Heidi,3/11/2019 16:10,43.45,4654880000000
Raymondhaven,2/17/2019 2:06,39.7,3251740000000
Karenside,4/16/2019 23:13,39.32,3155940000000
Rogerston,3/16/2019 20:49,43.82,4718960000000
Port Johnbury,4/28/2019 16:29,36.42,273966000000
West Josephberg,1/18/2019 12:47,43.85,9654660000000
North Jasmine,2/5/2019 22:28,19.21,6785090000000
Loganberg,4/10/2019 4:59,35.97,8828010000000
Barajasview,4/15/2019 20:37,17.76,8098250000000
New Paulton,4/17/2019 20:05,44.43,338361000000
West Angela,1/19/2019 0:36,40.4,740626000000
North Jasmine,2/18/2019 3:09,31.49,9759080000000
North Barbara,2/11/2019 18:51,43.26,8973500000000
Rogerston,3/2/2019 0:54,25.14,1722620000000
Williamsstad,2/21/2019 10:56,4.9,7176450000000
South Jack,1/14/2019 17:06,40.65,5440570000000
West Anthony,4/15/2019 11:02,43.82,4381500000000
Royland,2/12/2019 1:18,44.33,5324590000000
West Angela,4/3/2019 14:44,23.52,4843050000000
Liumouth,2/22/2019 3:55,6.39,8116530000000
Amandaburgh,4/19/2019 16:30,6.27,4400630000000
West Ericstad,1/23/2019 10:13,10.12,8035850000000
South Jack,1/15/2019 5:51,5.58,1793900000000
Barajasview,5/2/2019 21:02,17.12,4628920000000
Amandaburgh,3/20/2019 7:40,27.45,3701010000000
East Kaylahaven,3/17/2019 23:54,8.62,1953430000000
Port Samanthamouth,1/27/2019 0:57,28.46,882650000000
New Paulville,1/25/2019 15:19,15.04,7529440000000
West Anthony,4/3/2019 2:42,10.56,3762870000000
Raymondhaven,1/6/2019 20:15,21.19,9473620000000
Rogerston,1/3/2019 21:45,36.28,7090350000000
Port David,4/2/2019 16:53,41.14,2694440000000
North Markport,2/8/2019 22:01,34.69,2742190000000
West Angela,3/4/2019 17:50,20.72,1784730000000
South Michelleport,4/21/2019 18:31,21.98,5893810000000
Port Frank,2/10/2019 8:14,40.82,6386240000000
Rogerston,2/14/2019 5:24,19.42,8770690000000
Joneschester,4/2/2019 4:52,10.52,4970370000000
South Karenland,3/17/2019 1:22,23.26,556551000000
West Angela,5/5/2019 14:17,23.66,9188270000000
Royland,2/10/2019 13:50,11.24,4949540000000
Christopherfurt,1/30/2019 22:09,6.32,4289780000000
Barajasview,4/9/2019 8:10,39.36,1801610000000
Christopherfurt,2/8/2019 11:46,25.76,951781000000
Leahton,1/13/2019 0:03,9.37,4669660000000
Port Angela,4/15/2019 23:02,20.16,6490090000000
Loganberg,1/13/2019 23:53,41.86,7045610000000
West Heidi,2/24/2019 4:41,40.8,4274250000000
Robertport,2/24/2019 22:01,8.48,2892770000000
Karenside,3/14/2019 17:07,16.31,8818350000000
West Christopherberg,3/20/2019 3:04,42.83,6898410000000
West Gabriel,1/15/2019 14:51,13.38,7560920000000
Simpsonburgh,4/1/2019 4:02,25.65,2869640000000
West Robert,5/4/2019 4:36,5.36,9799480000000
Loganberg,2/17/2019 7:58,44.47,3541070000000
West Anthony,4/20/2019 20:13,11.85,4274670000000
Jerryton,5/1/2019 17:20,4.97,8096400000000
North Jasmine,3/4/2019 16:59,42.58,8864580000000
North Madeline,1/26/2019 2:37,5.59,3676440000000
Royland,3/25/2019 18:17,7.09,5660300000000
New Paulton,1/21/2019 17:04,18.3,3721170000000
Richardfort,2/8/2019 15:50,16.55,2270460000000
Barajasview,2/3/2019 9:58,39.39,9438000000000
Pattyland,4/18/2019 23:27,28.66,2342400000000
West Christopherberg,2/17/2019 3:30,4.4,4353110000000
Grahamburgh,2/25/2019 12:18,14.51,6157110000000
New Kimberlyborough,4/11/2019 10:38,12.01,135529000000
North Madeline,5/2/2019 23:25,11.94,7526660000000
Simpsonburgh,4/12/2019 19:38,22.45,7811390000000
Martinezhaven,2/16/2019 17:25,15.33,9810610000000
West Heidi,3/30/2019 2:27,11.15,2264870000000
Christopherfurt,4/12/2019 14:37,22.91,5928120000000
Karenside,4/28/2019 2:38,39.41,4711190000000
Rogerston,4/1/2019 9:27,28.54,9963100000000
West Samuelburgh,2/19/2019 11:01,17.77,7608980000000
Joneschester,3/17/2019 22:39,15.35,2307170000000
West Heidi,2/27/2019 11:19,35.19,6998270000000
West Heidi,3/2/2019 9:13,23.55,6478070000000
Roberthaven,3/30/2019 15:12,16.2,2949490000000
Karenberg,4/7/2019 16:28,16.11,4806090000000
Port Angela,3/8/2019 16:32,23.06,2750740000000
Hurleymouth,2/7/2019 6:07,36.7,174818000000
Simpsonburgh,3/31/2019 11:49,24.16,9709760000000
South Jack,3/14/2019 17:18,18.66,3511600000000
New Jacobville,3/10/2019 1:02,10.63,650454000000
Williamsstad,4/16/2019 16:21,32.43,7177820000000
Port Johnbury,3/27/2019 8:26,38.99,4115680000000
North Jasmine,2/17/2019 0:27,35.11,6620980000000
South Jack,1/3/2019 23:11,4.95,9005600000000
Pattyland,4/23/2019 2:57,13.01,9345290000000
Raymondhaven,2/16/2019 4:31,24.31,8960620000000
Joneschester,4/24/2019 13:07,9.78,967059000000
North Jason,2/19/2019 4:45,15.87,7791830000000
Williamsstad,2/22/2019 4:25,20.56,5813760000000
West Christopherberg,2/19/2019 19:49,40.98,752484000000
South Karenland,3/19/2019 14:50,23.07,5759340000000
Rodneyfort,3/7/2019 23:37,7.78,2859630000000
Lake Scottton,2/5/2019 11:47,24.54,3770260000000
Royland,1/26/2019 21:29,14.68,1747290000000
Martinezhaven,1/21/2019 1:50,42.75,9056090000000
West Patrickchester,3/17/2019 4:51,17.38,3066490000000
Raymondhaven,3/31/2019 17:01,36.29,8959240000000
West Robert,3/6/2019 6:10,22.86,2318920000000
South Evanton,2/25/2019 18:39,15.06,8873330000000
West Christopherberg,3/7/2019 20:09,32.27,2176000000000
West Josephberg,4/19/2019 1:55,42.53,6114370000000
Liumouth,3/6/2019 7:44,23.53,2430170000000
West Christopherberg,2/10/2019 19:41,8.42,836259000000
Hurleymouth,2/23/2019 13:48,18.15,6051430000000
Port Angela,2/26/2019 10:01,28.52,6783570000000
West Samuelburgh,1/31/2019 9:17,14.11,6038400000000
North Barbara,4/6/2019 9:03,26.64,929433000000
Rodneyfort,4/29/2019 0:20,44.28,6979260000000
North Jason,4/5/2019 2:05,31.89,9988470000000
Port David,2/11/2019 23:07,10.05,6921950000000
Raymondhaven,1/27/2019 15:52,41.76,7325940000000
Barajasview,3/12/2019 4:54,37.05,1829230000000
Liumouth,1/17/2019 16:17,33.29,3424320000000
North Barbara,3/24/2019 6:49,4.05,5344060000000
Valentineton,4/3/2019 11:34,18.62,555060000000
West Samuelburgh,4/17/2019 19:01,10.58,2071900000000
Carriemouth,1/15/2019 6:27,24.13,7417680000000
Carriemouth,5/8/2019 4:20,21.99,117998000000
Erikaland,2/21/2019 20:28,12.44,2705090000000
Grahamburgh,1/18/2019 7:41,23.35,8084540000000
East Kaylahaven,1/29/2019 13:01,9.81,2058420000000
Carriemouth,2/4/2019 0:29,24.87,6015600000000
Justinberg,4/14/2019 14:48,24.34,1492820000000
Pattyland,1/1/2019 17:22,42.11,9614950000000
Royland,4/9/2019 0:32,22.89,5157860000000
Huntermouth,3/14/2019 10:37,30.49,9537560000000
Huntermouth,1/17/2019 12:10,41.48,7802300000000
Huntermouth,2/3/2019 12:19,31.43,4782860000000
South Evanton,2/21/2019 8:05,34.21,5093960000000
West Robert,4/12/2019 8:17,32.48,7544370000000
Raymondhaven,3/2/2019 4:56,5.19,4175050000000
Port Frank,4/2/2019 15:48,13.55,4849710000000
West Heidi,3/18/2019 4:53,4.29,4315020000000
Amandaburgh,4/1/2019 9:24,24.29,1995460000000
Liumouth,2/27/2019 18:08,43.31,1510930000000
Barajasview,3/15/2019 22:44,28.3,1314270000000
New Kimberlyborough,3/19/2019 15:25,27.37,533038000000
West Samuelburgh,1/6/2019 8:34,43.05,9810770000000
Lake Scottton,1/28/2019 2:32,23.95,9483400000000
North Jason,1/14/2019 20:53,26.58,8642390000000
East Kaylahaven,3/23/2019 10:48,4.64,1908040000000
Johnton,3/15/2019 8:40,43.5,7134200000000
Roberthaven,2/22/2019 19:42,27.48,9420000000000
Robertport,1/25/2019 1:33,44.75,6711340000000
Joneschester,2/16/2019 2:35,9.48,4155290000000
Johnton,5/2/2019 2:19,32.38,8954820000000
West Anthony,2/19/2019 22:53,27.9,4267520000000
Martinezhaven,3/11/2019 20:07,7.01,7636750000000
Port Johnbury,3/30/2019 17:59,15.17,4900590000000
Williamsview,4/7/2019 2:32,19.19,8047770000000
West Robert,2/23/2019 19:46,33.24,3055030000000
Barajasview,3/19/2019 12:17,26.6,5623060000000
Williamsstad,5/6/2019 12:39,40.79,8720870000000
Justinberg,1/22/2019 9:08,38.3,1287830000000
Justinberg,4/16/2019 1:26,16.58,1476440000000
Carriemouth,2/17/2019 5:01,22.66,3717940000000
South Evanton,4/10/2019 5:38,30.36,5254900000000
Simpsonburgh,2/14/2019 22:52,30,7644620000000
New Kimberlyborough,1/7/2019 5:12,15.22,7020070000000
Richardfort,4/3/2019 15:07,40.77,9496210000000
Williamsview,1/5/2019 0:44,21.59,6180220000000
Carriemouth,1/4/2019 15:56,31.99,4872540000000
West Christopherberg,4/6/2019 13:59,25.31,3275950000000
New Jacobville,4/10/2019 4:16,42.92,4021020000000
Karenberg,4/23/2019 21:11,26.92,9685100000000
Johnton,2/28/2019 5:42,12.02,6670300000000
Amandaburgh,4/20/2019 2:16,16.27,3513120000000
Port Frank,4/25/2019 23:04,19.43,7792160000000
Martinezhaven,2/3/2019 6:15,11.61,3416650000000
Joneschester,3/9/2019 3:25,39.32,1553160000000
West Robert,4/7/2019 6:17,40.69,502551000000
West Heidi,2/6/2019 0:47,40.55,6257940000000
Lake Jonathanshire,1/24/2019 12:24,34.65,3319120000000
Johnton,1/22/2019 13:10,24.17,7413360000000
South Karenland,1/31/2019 15:50,36.28,9219990000000
Liumouth,1/5/2019 19:32,27.02,3773620000000
Port Angela,2/8/2019 0:14,15.58,7388730000000
Johnton,2/26/2019 9:36,18.76,6360820000000
Pattyland,2/5/2019 0:47,28.81,115407000000
Deanville,4/26/2019 4:05,28.44,3326160000000
West Anthony,3/3/2019 0:24,20.71,7550330000000
South Phillip,2/28/2019 14:54,42.2,9813560000000
North Jason,1/5/2019 10:59,16.22,3842420000000
Loganberg,1/31/2019 23:29,13.69,4066010000000
Port Frank,1/27/2019 13:40,38.97,5944400000000
South Evanton,3/6/2019 23:01,44.41,2760300000000
West Angela,1/22/2019 2:28,32.18,4244820000000
Rodneyfort,4/12/2019 23:29,27.81,5669400000000
Carriemouth,4/28/2019 9:25,37.35,4812350000000
Hurleymouth,2/28/2019 3:20,44.85,5104280000000
Lake Danielberg,3/20/2019 5:37,33.9,25082058503
Lake Jonathanshire,3/24/2019 16:27,14.94,1670910000000
Williamsview,5/4/2019 14:56,32.8,2677730000000
West Josephberg,2/19/2019 20:48,4.07,1348030000000
Christopherfurt,4/6/2019 22:33,27.46,7399940000000
South Phillip,2/1/2019 12:52,39.27,5307990000000
New Paulville,2/18/2019 23:43,38.97,1733920000000
Grahamburgh,3/24/2019 13:39,32.17,2400240000000
Port Johnbury,2/8/2019 10:29,7.63,3497570000000
Port David,3/4/2019 0:41,23.7,6492200000000
West Ericstad,4/13/2019 9:52,22.39,5770760000000
Karenside,5/3/2019 15:31,32.68,9194160000000
Valentineton,2/25/2019 2:33,10.21,4595890000000
Martinezhaven,3/21/2019 7:56,39.26,9867640000000
Huntermouth,3/21/2019 13:31,27.96,3030920000000
Rogerston,3/18/2019 12:47,8.58,4178980000000
West Angela,3/7/2019 10:38,14.8,5022470000000
Rodneyfort,3/15/2019 10:18,30.83,4175050000000
North Jasmine,4/24/2019 8:49,28.24,8273890000000
Raymondhaven,1/25/2019 6:48,14.65,3912460000000
Richardfort,2/19/2019 14:09,27.11,8690320000000
West Josephberg,3/16/2019 7:06,10.04,6775770000000
Erikaland,5/7/2019 11:23,22.72,5590430000000
Royland,1/15/2019 8:50,4.1,9409230000000
Roberthaven,3/27/2019 7:24,11.51,9185060000000
Justinberg,4/16/2019 5:05,27.1,1854550000000
East Kaylahaven,1/4/2019 23:57,24.37,5735200000000
North Jason,2/22/2019 7:07,18.67,190295000000
Karenside,2/12/2019 20:45,25.58,6569020000000
Raymondhaven,2/28/2019 16:10,11.26,3122710000000
Amandaburgh,3/13/2019 12:52,13.88,6222130000000
Amandaburgh,4/22/2019 21:34,42.52,1901160000000
New Jacobville,4/27/2019 14:11,37.6,8780900000000
West Ericstad,4/19/2019 20:35,5.75,3497130000000
Christopherfurt,1/4/2019 4:30,15.47,1471160000000
Port David,3/27/2019 0:20,18.43,4635590000000
Martinezhaven,2/15/2019 2:18,15.93,9624580000000
West Robert,2/27/2019 4:29,22.81,5714310000000
South Michelleport,3/8/2019 4:18,27.42,3754240000000
Robertport,5/3/2019 2:36,31.62,4852260000000
West Anthony,2/4/2019 15:04,20.09,4221520000000
West Angela,3/20/2019 23:44,23.83,8750810000000
South Michelleport,5/7/2019 12:25,4.47,289109000000
New Paulville,5/1/2019 13:29,10.3,1057570000000
Justinberg,2/19/2019 4:01,36.27,7286440000000
Leahton,1/8/2019 11:48,39.81,457902000000
Justinberg,2/1/2019 21:16,31.07,2739650000000
South Latoya,2/12/2019 16:31,28.92,5779830000000
Williamsview,2/8/2019 6:11,25.3,2324600000000
Joneschester,1/15/2019 21:21,13.43,2235860000000
Williamsstad,1/6/2019 20:14,43.5,2047850000000
South Karenland,1/25/2019 8:14,31.02,500482000000
Carriemouth,4/1/2019 0:35,27.84,6589830000000
Valentineton,1/1/2019 14:42,12.31,4757040000000
Christopherfurt,3/12/2019 9:22,35.57,8286130000000
Huntermouth,2/5/2019 8:10,28.58,314352000000
Deanville,2/17/2019 15:51,25.33,2749470000000
North Barbara,5/5/2019 9:46,26.54,4328280000000
West Angela,1/25/2019 12:19,41.05,4602410000000
Martinezhaven,4/15/2019 9:17,35.45,4822610000000
West Anthony,1/12/2019 19:38,37.66,410252000000
West Samuelburgh,4/25/2019 15:55,26.44,4338650000000
West Josephberg,4/29/2019 10:20,28.73,1732530000000
Liumouth,4/11/2019 13:52,15.55,6828490000000
Karenside,4/4/2019 14:32,42.27,6771500000000
Loganberg,4/4/2019 8:04,25.93,186096000000
Johnton,1/21/2019 3:20,28.59,5597540000000
Carriemouth,3/8/2019 13:35,34.32,7984920000000
South Latoya,1/2/2019 0:44,43.72,390122000000
South Phillip,3/25/2019 8:38,7.04,7931640000000
Lake Danielberg,3/21/2019 19:46,14.12,8573680000000
Jerryton,1/27/2019 5:35,5.21,2366540000000
Simpsonburgh,4/28/2019 10:54,10.07,2994800000000
Amandaburgh,2/6/2019 10:02,11.93,7550330000000
Karenberg,2/14/2019 14:40,11.06,4344960000000
Jerryton,1/16/2019 17:13,22.26,974453000000
East Kaylahaven,3/27/2019 0:44,25.29,4840740000000
Pattyland,2/11/2019 20:25,33.21,1325880000000
South Michelleport,2/6/2019 17:29,25.58,6814780000000
Martinezhaven,2/23/2019 0:15,15.48,5946820000000
Loganberg,1/5/2019 14:35,5.92,5327700000000
New Paulville,4/13/2019 10:23,8.69,592220000000
South Evanton,1/10/2019 2:57,37.03,4817990000000
Port Angela,2/6/2019 7:07,24.47,1469820000000
West Gabriel,4/21/2019 4:50,4.96,2694140000000
New Kimberlyborough,3/28/2019 12:48,10.91,935422000000
West Anthony,4/16/2019 1:06,17.47,5706560000000
West Gabriel,1/16/2019 6:23,25.97,6590480000000
Karenside,1/24/2019 7:48,9.39,4829060000000
Liumouth,1/1/2019 0:08,37.91,5673670000000
Grahamburgh,4/20/2019 21:40,40.06,5161830000000
Christopherfurt,5/7/2019 17:27,6.39,7608010000000
West Gabriel,5/1/2019 2:18,27.45,2827460000000
West Heidi,1/17/2019 3:43,5.78,9107700000000
West Angela,1/4/2019 20:45,20.33,1920340000000
Christopherfurt,3/25/2019 17:11,7.19,6892680000000
Robertport,3/25/2019 18:55,35.29,7875810000000
Royland,1/16/2019 2:06,4.89,8053340000000
Huntermouth,3/19/2019 17:31,15.05,1677080000000
North Madeline,4/7/2019 6:50,11.92,737335000000
East Kaylahaven,1/7/2019 20:29,5.56,4657640000000
Loganberg,4/18/2019 17:41,22.51,3208040000000
North Jason,1/23/2019 21:22,6.54,5614760000000
South Latoya,1/31/2019 23:20,14.82,6963440000000
Karenberg,3/9/2019 14:47,35.68,8631750000000
West Anthony,5/1/2019 17:43,23.76,2929350000000
Williamsstad,3/25/2019 16:07,42.93,2210000000000
Port Angela,2/6/2019 16:11,11.39,6108670000000
Karenside,2/24/2019 5:39,27.64,8058210000000
East Kaylahaven,3/21/2019 22:54,9.42,1468260000000
South Michelleport,3/23/2019 16:45,14.72,490532000000
Pattyland,1/14/2019 20:49,40.21,5825970000000
Port Samanthamouth,2/28/2019 20:01,38.42,2105090000000
Reynoldsfurt,4/11/2019 9:09,42.97,1390650000000
Pattyland,3/27/2019 6:49,8.57,3074550000000
North Jasmine,4/24/2019 8:05,14.11,4194710000000
North Madeline,3/31/2019 3:35,21.24,654160000000
West Anthony,2/11/2019 5:48,15.55,5988410000000
Lake Danielberg,1/28/2019 15:49,25.98,1418320000000
Royland,2/19/2019 8:25,13.02,186047000000
Reynoldsfurt,3/8/2019 7:06,6.08,2567210000000
Roberthaven,2/9/2019 0:25,11.71,8182770000000
South Evanton,2/25/2019 11:11,15.94,2734320000000
Grahamburgh,3/4/2019 22:51,34.93,5941000000000
West Ericstad,3/29/2019 4:59,40.29,809503000000
Port Frank,2/17/2019 13:21,32.44,5387350000000
Lake Danielberg,2/8/2019 5:26,22.74,9524010000000
Erikaland,3/24/2019 9:50,4.07,6561680000000
Port David,2/11/2019 11:59,38,7772700000000
North Barbara,4/27/2019 0:19,16.89,5104120000000
Simpsonburgh,2/27/2019 0:58,13.38,1577920000000
North Jason,1/23/2019 5:58,32.77,2988760000000
Simpsonburgh,1/6/2019 2:20,27.2,3681830000000
South Phillip,4/18/2019 1:17,35.7,4752370000000
South Karenland,3/16/2019 2:20,4.87,2387920000000
New Paulville,3/14/2019 21:25,20.26,8812010000000
Johnton,2/14/2019 18:21,43.93,5443750000000
Port Johnbury,2/27/2019 2:44,11.33,3225780000000
Joneschester,3/12/2019 21:52,21.17,1576520000000
West Samuelburgh,2/12/2019 18:45,6.76,8530070000000
Huntermouth,4/28/2019 17:26,31.43,6660480000000
Deanville,4/1/2019 0:11,22.65,7002780000000
Leahton,2/15/2019 17:00,25.84,9242700000000
Hurleymouth,4/13/2019 18:15,40.93,4915210000000
West Anthony,3/21/2019 1:28,15.64,4746850000000
Karenside,1/23/2019 23:30,37.62,1952930000000
West Gabriel,2/28/2019 12:03,31.82,4153070000000
Carriemouth,3/26/2019 10:39,26.91,7852480000000
South Michelleport,3/1/2019 22:01,24.55,9789480000000
Rodneyfort,5/5/2019 3:19,22.24,5393290000000
Deanville,3/7/2019 7:21,31.08,9711260000000
Reynoldsfurt,5/4/2019 12:38,8.81,3238110000000
Justinberg,4/27/2019 12:41,18.99,3034610000000
Huntermouth,3/2/2019 10:47,10.89,1647270000000
West Robert,2/27/2019 20:51,8.37,489897000000
Port Angela,2/14/2019 13:00,42.04,896909000000
South Karenland,1/9/2019 20:59,44.44,3179950000000
Port David,3/24/2019 16:37,25.65,2084690000000
Liumouth,1/4/2019 3:16,9.1,8147680000000
Simpsonburgh,1/18/2019 12:48,15.36,5195670000000
South Evanton,4/14/2019 20:12,19.53,8345650000000
West Heidi,4/6/2019 8:54,25.06,8916010000000
Port Frank,1/14/2019 9:19,43.27,491473000000
East Kaylahaven,2/23/2019 0:41,15.94,1602390000000
North Madeline,1/28/2019 9:57,42.24,583417000000
Liumouth,4/14/2019 21:17,38.95,14588103145
North Madeline,3/6/2019 19:26,26.34,1883860000000
Williamsview,4/15/2019 16:09,44.74,2759400000000
North Barbara,3/16/2019 10:22,25.06,9745710000000
South Evanton,2/7/2019 8:44,7.69,9012610000000
Williamsstad,4/26/2019 4:18,18.92,1606400000000
Rodneyfort,1/12/2019 6:17,7.05,4239150000000
Karenside,4/19/2019 8:42,26.45,9293760000000
New Paulton,1/13/2019 18:33,29.9,4090330000000
West Robert,1/17/2019 4:56,12.71,8503430000000
Jerryton,2/14/2019 19:48,24.49,3080440000000
Karenberg,1/16/2019 13:52,41.26,3357150000000
Christopherfurt,5/3/2019 12:46,14.43,5644930000000
Grahamburgh,3/27/2019 22:14,4.63,7324440000000
New Kimberlyborough,3/2/2019 18:56,6.08,3872920000000
North Madeline,3/4/2019 22:29,6.19,546550000000
North Jason,3/12/2019 21:01,5.76,5113430000000
Liumouth,3/16/2019 6:31,34.2,2541740000000
New Jacobville,4/21/2019 23:00,13.53,5567940000000
Justinberg,4/24/2019 11:33,28.76,6493600000000
West Anthony,3/13/2019 8:03,5.03,1178020000000
Raymondhaven,1/13/2019 1:03,17.33,2830430000000
Royland,3/22/2019 22:02,23.31,2833000000000
Rogerston,1/30/2019 21:18,8.87,5686980000000
West Anthony,5/3/2019 4:49,21.38,9172650000000
Port Frank,4/6/2019 20:51,21.02,9714380000000
Lake Jonathanshire,4/11/2019 22:10,12.81,5999870000000
South Phillip,1/17/2019 17:45,23.46,2628020000000
South Karenland,3/3/2019 7:40,22.44,7458610000000
Port Samanthamouth,4/18/2019 14:39,23.56,8734250000000
Huntermouth,1/10/2019 9:40,43.01,7580700000000
Joneschester,4/22/2019 16:48,9.7,8587090000000
West Anthony,4/22/2019 8:14,19.95,1212050000000
North Jasmine,4/11/2019 3:38,27.54,5003270000000
Reynoldsfurt,3/10/2019 20:10,4.1,5690730000000
North Markport,2/22/2019 15:00,16.46,2798290000000
Huntermouth,1/9/2019 22:56,15.31,1530050000000
Rogerston,3/19/2019 16:58,29.88,3979710000000
Deanville,3/5/2019 12:05,11.16,4737020000000
Rodneyfort,1/11/2019 14:18,23.21,3433720000000
Reynoldsfurt,3/29/2019 17:35,31.43,9922310000000
West Josephberg,1/14/2019 18:07,9.71,4726130000000
Huntermouth,3/20/2019 0:45,40.55,6750620000000
Amandaburgh,4/24/2019 8:02,14.55,7836120000000
Port Frank,3/5/2019 0:42,36.35,9213720000000
Martinezhaven,1/10/2019 3:37,23.62,5469890000000
East Kaylahaven,2/10/2019 12:42,6.69,6071840000000
Joneschester,3/10/2019 13:31,22.72,8705030000000
West Angela,5/1/2019 19:03,23.23,7769940000000
New Paulton,4/24/2019 14:27,32.22,2989630000000
Roberthaven,3/5/2019 12:12,5.43,605362000000
Port Frank,3/9/2019 16:59,6.5,2109090000000
Port Frank,4/4/2019 11:46,39.39,7967480000000
Hurleymouth,3/7/2019 12:38,41.96,1677330000000
Leahton,3/6/2019 17:06,41.29,3310670000000
Johnton,2/7/2019 19:40,30.97,6853980000000
Lake Scottton,5/3/2019 15:26,25.68,771161000000
Simpsonburgh,1/31/2019 5:16,39.23,3697090000000
West Angela,2/21/2019 13:51,29.99,4367320000000
Williamsview,4/16/2019 8:23,20.38,8227750000000
West Josephberg,4/12/2019 0:11,15.49,5118230000000
West Josephberg,2/15/2019 0:51,36.7,8334270000000
South Karenland,2/19/2019 2:20,39.59,9834070000000
Barajasview,1/2/2019 23:23,36.13,8567190000000
East Kaylahaven,1/21/2019 16:07,36.89,2411250000000
Loganberg,1/12/2019 5:07,36.82,1078110000000
Richardfort,4/22/2019 3:06,39.74,4081390000000
Richardfort,1/31/2019 14:51,43.92,4066950000000
South Michelleport,4/1/2019 14:50,28.84,8846090000000
Barajasview,1/14/2019 11:00,19.81,2376260000000
West Heidi,4/18/2019 20:05,32.74,1746490000000
Leahton,3/31/2019 2:08,4.65,2204200000000
Port Johnbury,1/7/2019 5:43,19.08,8839380000000
Justinberg,5/7/2019 20:22,18.74,6395650000000
North Barbara,4/10/2019 17:12,10.94,355505000000
Barajasview,5/6/2019 1:06,17.63,9233210000000
Reynoldsfurt,4/12/2019 1:13,21.18,7471390000000
West Christopherberg,2/9/2019 12:25,33.97,4253880000000
Leahton,2/23/2019 1:19,7.08,3744450000000
Simpsonburgh,3/4/2019 11:08,23.33,999763000000
Port Frank,4/5/2019 7:22,14.21,8366080000000
West Heidi,4/17/2019 0:03,8.91,7617130000000
Robertport,4/24/2019 23:45,19.73,7443210000000
Loganberg,5/5/2019 17:29,30.47,7769260000000
West Josephberg,3/23/2019 1:43,33.12,2335400000000
West Anthony,4/3/2019 1:47,31.6,4965330000000
South Michelleport,4/22/2019 2:38,9.72,2088920000000
Amandaburgh,4/5/2019 10:22,25.55,8581420000000
Justinberg,4/1/2019 23:46,40.87,8957670000000
Joneschester,3/10/2019 8:15,27.91,1273090000000
Lake Scottton,1/11/2019 19:18,31.31,9305780000000
Rodneyfort,3/24/2019 19:06,31.41,827420000000
Pattyland,4/25/2019 14:57,44.39,1723700000000
Jerryton,2/28/2019 1:14,36.87,3091060000000
Lake Scottton,4/11/2019 4:26,22.03,2026820000000
Grahamburgh,4/29/2019 21:20,13.59,3200700000000
South Latoya,3/29/2019 22:54,5.93,2624300000000
Liumouth,3/27/2019 12:12,44.27,981646000000
Hurleymouth,3/2/2019 11:43,34.65,9380450000000
West Angela,2/15/2019 8:01,44.12,1962120000000
Reynoldsfurt,3/14/2019 16:29,35.65,9907090000000
Port Johnbury,3/29/2019 3:22,14.54,3761240000000
North Jason,2/15/2019 14:32,17.35,6041760000000
North Madeline,4/15/2019 10:02,37.6,3895260000000
Simpsonburgh,2/15/2019 9:18,4.63,60590634054
Hurleymouth,2/13/2019 17:32,25.72,8761490000000
West Robert,3/7/2019 6:32,4.28,2030780000000
North Jasmine,4/1/2019 4:31,28.04,5012380000000
North Jason,4/5/2019 20:10,32.18,3373550000000
South Jack,2/1/2019 11:28,26.72,5062170000000
West Heidi,2/9/2019 19:23,39.76,5522900000000
West Anthony,4/6/2019 2:25,14.3,7571960000000
West Ericstad,3/21/2019 9:28,18.24,4602950000000
West Samuelburgh,2/27/2019 6:43,32.73,5615980000000
New Jacobville,4/9/2019 8:47,4.95,4493740000000
Carriemouth,2/21/2019 15:09,23.48,4757310000000
Christopherfurt,3/18/2019 9:24,7.45,4451220000000
South Phillip,1/16/2019 3:42,7.08,8455680000000
Grahamburgh,1/28/2019 15:40,44.91,258537000000
Christopherfurt,3/25/2019 20:35,23.38,499819000000
Robertport,4/27/2019 12:31,41.48,6464590000000
Justinberg,4/26/2019 8:12,7.68,1068650000000
Port Frank,4/5/2019 15:44,36.08,345798000000
New Jacobville,4/13/2019 1:18,43.98,9448600000000
North Jasmine,2/1/2019 20:17,8.09,415938000000
Valentineton,3/18/2019 7:07,36.04,8732230000000
Huntermouth,1/6/2019 20:23,28.74,654210000000
South Jack,3/8/2019 8:55,17.17,8790960000000
New Paulton,3/15/2019 4:48,4.6,9741460000000
Williamsstad,4/21/2019 23:26,26.99,8562560000000
Jerryton,1/6/2019 12:30,27.71,9044740000000
Deanville,1/4/2019 13:30,4.56,6423110000000
South Evanton,3/22/2019 5:26,6.58,8377190000000
New Kimberlyborough,4/29/2019 7:38,9.08,3171920000000
Hurleymouth,3/24/2019 12:04,8.77,8274790000000
North Barbara,4/1/2019 0:20,31.72,9786160000000
West Angela,2/22/2019 2:22,19.44,3794960000000
